"","score","text","polarity"
"306",0,"@ashutosh83B @AamAadmiParty @ArvindKejriwal @Saurabh_MLAgk @SanjayAzadSln @BJP4India @INCIndia There is no BJP cand… https://t.co/8syTZE55y5","neutral"
"307",-1,"RT @GitaSKapoor: Monkey man Sam Pitroda justifying Sikh genocide of 1984. Says #HuaTohHua shame on the @INCIndia supporting Sikhs who have…","negative"
"308",0,"@ShashiTharoor @AatishTaseer @INCIndia We know the writer is working for your Party,  during election time  there… https://t.co/kUlkuVquzG","neutral"
"309",0,"RT @PrakashJavdekar: .@RahulGandhi and @INCIndia, will you now at least believe Italian journalist Francesca Marino's testimony that about…","neutral"
"310",0,"@INCIndia We will know on #23MayBy2PM","neutral"
"311",-1,"License curse of indian economy till 1991.@incindia 
Reform of Indian economy @Narsimharao
Make in India a developi… https://t.co/bvERhxsute","negative"
"312",1,"@shilpamdas @SumanSh58123278 Nehru was a Tharki (Womanizer) and the Indians know it quite well @RahulGandhi @INCIndia","positive"
"313",2,"RT @HarsimratBadal_: Raja Sahib @capt_amarinder you admit 5 @INCIndia men led ‘84 ‘katleaam’ of Sikhs but continue to protect #JagdishTytle…","positive"
"314",0,"RT @mssirsa: Join us for a strong protest &amp; demonstration at 24, Akbar Road in front of @INCIndia Head Office against @sampitroda for his u…","neutral"
"315",1,"RT @AKTKadmin: @INCIndia It looks like You guys are throwing lies at him and he is fighting and standing against 'em all like a warrior.
Th…","positive"
"316",0,"RT @akashbhardw: My question to @RahulGandhi,@INCIndia now what is your stand on ramsetu for which you file a petition in 2007 in SC,to dem…","neutral"
"317",2,"RT @a_vinash__: Finally PM @narendramodi internationally recognized. 
Kudos to @BJP4India for their immense support in making of Divider In…","positive"
"318",1,"@Ask_bukhari @sajadlone Well said,I don't understand if these number of people support him or just to see a glimpse… https://t.co/ZsJj4NBxbw","positive"
"319",0,"@NMenonRao @sambitswaraj is the True Voice of @INCIndia , just makes it public, through his communications.","neutral"
"320",0,"@Jarnail1159 @PavSingh84 @sampitroda @INCIndia Yes, because RSS was aligned with Cong then and currently aligned with BJP.","neutral"
"321",0,"@Libertarian196 @INCIndia @RahulGandhi Damage has been done sir","neutral"
"322",3,"RT @INCIndia: Due to rapid infrastructural growth, consistent job creation &amp; sound economic policies from the @SheilaDikshit led Congress g…","positive"
"323",2,"Finally PM @narendramodi internationally recognized. 
Kudos to @BJP4India for their immense support in making of Di… https://t.co/iD1H4Xof8x","positive"
"324",0,"RT @jos_tam: @Xs2partner @dksardana @RahulGandhi @INCIndia @Prof_Hariom Not only Sikhs, #HuaToHua has hurt entire nation like their saffron…","neutral"
"325",0,"RT @IndusEyes: @vivekagnihotri @divyaspandana @RahulGandhi @priyankagandhi @INCIndia &amp; #Pidis must be very careful while defaming #Modi.

T…","neutral"
"326",1,"Rajiv ji in building that bridge put his trust in the young by giving them the power to vote thereby making them th… https://t.co/sYxj5Gq72Q","positive"
"327",-1,"RT @INCIndia: By listening to the voice of the people &amp; constructing sound economic policies we will reverse the declining trend of economi…","negative"
"328",0,"First order of business of @AITCofficial and @INCIndia , to ban all memes and social media.  #ISupportPriyankaSharma","neutral"
"329",2,"RT @AshaKumariINC: The support for @INCIndia President Sh.@RahulGandhi's leadership was at an exemplary display today during his rally in C…","positive"
"330",0,"@prashant_nehru @WithCongress @narendramodi @RahulGandhi @INCIndia you guys are so paranoid, you come up with diffe… https://t.co/kbMCbP1FXc","neutral"
"331",-1,"RT @GoaFront: PM Modi showed his sympathy towards the issue of Mining in Goa.
#GoaMining #RestartGoaMining #savegoamining @PMOIndia @narend…","negative"
"332",-1,"1984 Sikh killings was not a ""riot"" but was pre-planned murder by @INCIndia , Kamalnath, Jagdish Titler and yes… https://t.co/fXSbxRQHLM","negative"
"333",0,"@ashutosh83B @PawarSpeaks @NCPAMumbai @INCIndia @AamAadmiParty @BJP4India Chaacha try something else","neutral"
"334",0,"@ashutosh83B @narendramodi @yadavakhilesh @Mayawati @ghanshyamtiwari @jayantrld @INCIndia Sir u are asking ques or… https://t.co/zUaUlWi8IV","neutral"
"335",1,"@Sanjeev82349875 @SachinR92336665 @INCIndia @RahulGandhi Lier Pappu.. Not a single sentence true against honest Mod… https://t.co/IdpkaIax6U","positive"
"336",0,"Hindus living in 5aab owe an apology to द Sikh community due to Cong sponsored mass killings after Indira’s death.W… https://t.co/MVEecNnc99","neutral"
"337",1,"@News18lokmat @PMOIndia @INCIndia News18 yat Gambhir kay ahe.. right is always right...","positive"
"338",0,"RT @Indopolity: 1. Admiral Ramdas is a politician now. 2. His daughter is in Ford Foundation. 3. Son-in-law is a Pakistani. 4. Wife is in G…","neutral"
"339",0,"RT @arunpudur: Leftist #TimeMagazine has it's Paki Journalist do a hit piece funded by Cambridge Analytica who's biggest customer is @INCIn…","neutral"
"340",0,"Sir ⁦@PMOIndia⁩ Gujarat2002 was also horrendus GENOCIDE pogrom which happened under your tenure as CM &amp; you FAILED… https://t.co/mRG2o7AmLH","neutral"
"341",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"342",-1,"RT @sakshijoshii: A very insensitive statement by  #SamPitroda ... This is how u feel for the victims of 1984 riots!  @INCIndia","negative"
"343",0,"@mohd_asif @IndianExpress @BJP4India I guess Alwar is in Rajasthan and The state is ruled by CONgress party hence w… https://t.co/ZnT3Xd8CZE","neutral"
"344",0,"RT @GoaFront: Your voice can become the strength of Goa mining dependents.
#RestartGoaMining #GoaMining #savegoamining 
@rajnathsingh @nare…","neutral"
"345",0,"Do any one remember this scam? This scam exceeds Rs1500 crores.
@INCIndia
#chokidaarchorhai https://t.co/Kio7Ntn7aG","neutral"
"346",-1,"RT @Prof_Hariom: Big big big big breaking 
Punjab CM Captain Amrinder Singh admits that 5 top Congress  leaders carried out massacre of 800…","negative"
"347",-1,"RT @65thakursahab: Dear @RahulGandhi please take @INCIndia back into the attack mode. 
We need to take the narrative back to the economy, j…","negative"
"348",0,"RT @PrakashJavdekar: Even Punjab CM @capt_amarinder has admitted that H.K.L Bhaghat, Arjun Das, Lalit Maken, Sajjan Kumar &amp; one minister, p…","neutral"
"349",0,"RT @RajeevSrinivasa: @nmannathukkaren @ShashiTharoor Slander, defamation, libel, demonization, you mean? All the @incindia specialties?","neutral"
"350",-3,"OMG 😱😱😱 so many repeat engine issues with Rahul Gandhi’s air crafts. 
Is it negligence or sabotage by  @INCIndia ??… https://t.co/aSET5fMZfH","negative"
"351",0,"@SaritaSapphire @irobertvadra @rssurjewala @INCIndia @RahulGandhi @priyankagandhi @narendramodi @AmitShah @BJP4India To whom ?","neutral"
"352",0,"@imgovindpandey @INCIndia @KhabarNwi @06_ratnesh What do you think?
How can this person has a character or code of conduct?","neutral"
"353",0,"@RahulGandhi @INCIndia @rssurjewala @narendramodi @AmitShah: There is nothing “unhealthy obsession” in PM Modi’s ex… https://t.co/Arn3UXxUCx","neutral"
"354",0,"@AmarUjalaNews @drharshvardhan @pankajgupta @INCIndia @AAPDelhi @AamAadmiParty @BJP4India Vote for Dr Harsh Vardhan… https://t.co/m3sbegb8sk","neutral"
"355",0,"RT @ARanganathan72: 222. @INCIndia ORDERED the COMPLETE takeover of the @IndianExpress building &amp; press after the raids [following @sgurumu…","neutral"
"356",-1,"RT @simarp: It is a fact that #RajivGandhi &amp; @INCIndia are responsible for Carnage of 1984 in which thousands of Sikhs lost their lives and…","negative"
"357",0,"Murderers of democracy. Who? @INCIndia @MamataOfficial @ReallySwara @SitaramYechury @BJP4India https://t.co/KqmIM0Pf9e","neutral"
"358",0,"Wow, what a journey from Modi means Business to Modi, Divider in Chief of India.@TIME @INCIndia @narendramodi… https://t.co/CBykQFSch9","neutral"
"359",0,"RT @HemantP57063386: Same alligations &amp; different methods of investigation. @BJP4India @INCIndia @RSSorg @toi @PTI_News @dna @abpnewstv @UN…","neutral"
"360",0,"@AmarUjalaNews @sampitroda @INCIndia @RahulGandhi Congress party shrank into a Christian dominated party after the death of Indira Gandhi.","neutral"
"361",0,"RT @ARanganathan72: 217. @INCIndia's Nehru unsubscribed and BANNED @timesofindia from his house because he thought they were on a mission t…","neutral"
"362",0,"@sumanthraman Thank god u r away from the advisory board of @whistIepodu @CskIPLTeam 😂 and be with @INCIndia for another few years","neutral"
"363",0,"RT @ARanganathan72: 219. @INCIndia's Sonia Gandhi DEMANDED all studies coming out of Rajiv Gandhi Institute for Contemporary Research be po…","neutral"
"364",0,"@ShashiTharoor @satishacharya .@PMOIndia  .@smritiirani 

Good Cartoonist....!!
When Congress can hire
Terrorists,… https://t.co/iwK8wBaa6m","neutral"
"365",0,"RT @ARanganathan72: 220. @INCIndia's Sonia Gandhi [10 Janpath] rang up @bibekdebroy, Director (Research) of Rajiv Gandhi Institute for Cont…","neutral"
"366",0,"RT @ARanganathan72: 221. @INCIndia ORDERED massive raids at the @IndianExpress building and its owner R Goenka's guesthouse, incensed at th…","neutral"
"367",0,"RT @ARanganathan72: 222. @INCIndia ORDERED the COMPLETE takeover of the @IndianExpress building &amp; press after the raids [following @sgurumu…","neutral"
"368",0,"@samdangasiya @drtanmaysahu @SriAiyerRS2 @arunjaitley @INCIndia @niiravmodi @KaleenBhaiya_ There was a time when cr… https://t.co/amINZK7vhm","neutral"
"369",-1,"RT @INCIndia: Someone please ask Mr. Modi to do one of these press conferences, because it is looking really terrible on him. He doesn't ha…","negative"
"370",0,"@tomar_sk @vrbonam @INCIndia @RahulGandhi @sampitroda Gandhis are pure evil dynasty couldn’t be called martyrs , th… https://t.co/ZVTYybImLU","neutral"
"371",0,"@ShashiTharoor @satishacharya .@PMOIndia .@republic .@vxtandon1
.@vezhamukhan 

Good Cartoonist....!!
When Congress… https://t.co/G9dJUpDsr9","neutral"
"372",0,"@BhavikaKapoor5 @INCIndia @RahulGandhi I completely agree with you &amp; think the same but I think the EVM will be tam… https://t.co/H3Lf9WDSnx","neutral"
"373",0,"@ashutosh83B @PawarSpeaks @NCPAMumbai @INCIndia @AamAadmiParty @BJP4India Yes, start the EVM bogey now. It should l… https://t.co/XItOd2KLjt","neutral"
"374",0,"RT @ShujathAliSufi: Despite the fact that they want #CongressMuktBharat. We do not want #Bhakt or #Chowkidar mukt Bharat as they are integr…","neutral"
"375",2,"RT @HarsimratBadal_: Raja Sahib @capt_amarinder you admit 5 @INCIndia men led ‘84 ‘katleaam’ of Sikhs but continue to protect #JagdishTytle…","positive"
"376",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"377",-1,"RT @65thakursahab: Dear @RahulGandhi please take @INCIndia back into the attack mode. 
We need to take the narrative back to the economy, j…","negative"
"378",-1,"@arunpudur @manojsirsa @INCIndia As we believe in our leader, so no impact of a biased bunch of papers.","negative"
"379",-1,"@INCIndia @RahulGandhi @htTweets Mr. Gandhi...It is always difficult to digest the truth and stope dreaming of becomming a PM.","negative"
"380",0,"@_pallavighosh @RahulGandhi @sampitroda Terminate @sampitroda membership of @INCIndia","neutral"
"381",1,"RT @SanjaySDutt: Alongwith @IYC I/C @Allavaru addressed a massive Yuva Sammelan organised by @IYCHimachal in Kullu to rally support for @IN…","positive"
"382",-1,"@PDantre @msisodia @ArvindKejriwal @GautamGambhir @INCIndia Modi ji bahut ache hai aur sabko sabak sikhane ek baar… https://t.co/IiSToD4Vch","negative"
"383",0,"@mohd_asif @IndianExpress @BJP4India Par Rajasthan me to @INCIndia ki govt. h na?😯","neutral"
"384",0,"RT @INCIndia: Gentle reminder to Modi, this is the 2019 election, not 1951, not 1966 &amp; not 1984. We dare you to fight on the real issues, d…","neutral"
"385",-1,"RT @Prof_Hariom: Big big big big breaking 
Punjab CM Captain Amrinder Singh admits that 5 top Congress  leaders carried out massacre of 800…","negative"
"386",0,"@zafarsareshwala @indiatvnews @journosaurav @INCIndia @BJP4India I fully agree. The @inc has always used Muslims as… https://t.co/JP66Fmc8ne","neutral"
"387",0,"@CNNnews18 @INCIndia @sambitswaraj This guy  is a mental and I can’t stand  with this man!!","neutral"
"388",-2,"RT @AmarSinghTweets: I was part of a delegation that went to Mumbai after 26/11 terror attack. The entire city was devastated nothing happe…","negative"
"389",0,"@nmannathukkaren @ShashiTharoor Slander, defamation, libel, demonization, you mean? All the @incindia specialties?","neutral"
"390",-1,"RT @cchandramouli1: Sure @TajinderBagga. The @INCIndia's unmindful loose cannon Sam @sampitroda (who also happens to be @RahulGandhi MargDa…","negative"
"391",1,"@GAURAVD2498 @ANI @INCIndia Yes, they are high. Just like their leader.","positive"
"392",0,"@Arifkazi488 @RahulGandhi @IYC @keshavyadaviyc @srinivasiyc @INCIndia @INCHaryana @priyankagandhi @kumari_selja… https://t.co/X1aS58xARO","neutral"
"393",0,"Strong words from Congress President Rahul Gandhi  on Sam Pitroda comment. Sam Patroda should apologise for it. *Do… https://t.co/tKFzDe7gOU","neutral"
"394",0,"@Khaleeqrahman @indiatvnews @journosaurav It was said in the context even if the @INCIndia forms the government the… https://t.co/2KNeUMy9uP","neutral"
"395",0,"#RT @CHOTIWALA: RT @INCIndia: Mr Modi has been outmanoeuvred, outflanked and cut down, as far as the present and th… https://t.co/O409ypzKHj","neutral"
"396",0,"RT @JavedAliJamada1: @Indiamining @narendramodi @mygovindia @rashtrapatibhvn @BJP4India @INCIndia We are heading to Delhi. Restart #GoaMini…","neutral"
"397",-1,"RT @65thakursahab: Dear @RahulGandhi please take @INCIndia back into the attack mode. 
We need to take the narrative back to the economy, j…","negative"
"398",2,"RT @BhavikaKapoor5: On 23rd May 2019 people will see a miraculous come back like Phoenix of @INCIndia , all along my prediction for Congres…","positive"
"399",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"400",2,"RT @just_one_indian: Congress ne 70 saal mai kya kiya? Well, our beloved divider in chief himself admits the progress that has come about t…","positive"
"401",-1,"RT @Prof_Hariom: Big big big big breaking 
Punjab CM Captain Amrinder Singh admits that 5 top Congress  leaders carried out massacre of 800…","negative"
"402",0,"RT @radiowithpause1: @ChapKewani @AmbVPrakash @INCIndia @narendramodi @RahulGandhi I was asked for 7 lacs in 2009 to meet Pappu.. just meet…","neutral"
"403",-1,"RT @65thakursahab: Dear @RahulGandhi please take @INCIndia back into the attack mode. 
We need to take the narrative back to the economy, j…","negative"
"404",0,"@ashutosh83B @AamAadmiParty @ArvindKejriwal @Saurabh_MLAgk @SanjayAzadSln @BJP4India @INCIndia Agree and @ECISVEEP… https://t.co/nnj0Fg4mpi","neutral"
"405",2,"RT @BhavikaKapoor5: On 23rd May 2019 people will see a miraculous come back like Phoenix of @INCIndia , all along my prediction for Congres…","positive"
"406",1,"So happy that finally someone posted this. Sam Pitroda is not great at Hindi and use of an incorrect phrase was bei… https://t.co/m4ZHqAYzhu","positive"
"407",-1,"RT @MaheshJagga: The most vicious campaign was in 1984 when @INCIndia officially declared Sikhs as traitors, symbolised them as snakes &amp; sc…","negative"
"408",0,"RT @RoseFer_2456: @GoaFront @PMOIndia @narendramodi @goacm @nstomar @rsprasad @BJP4India @BJP4Goa @TendulkarBJP @nitin_gadkari @AmitShah @I…","neutral"
"409",0,"@sampitroda @INCIndia &amp; you deserve each other .  You guys can all learn from @ShashiTharoor  how to speak in Publi… https://t.co/y3JtGwy1kA","neutral"
"410",0,"@rachitattweet @kapsology @ArvindKejriwal @INCIndia Well we are entitled to have different opinions.  You vote for… https://t.co/KAI2dHnl7H","neutral"
"411",0,"@ShashiTharoor @AatishTaseer @INCIndia Hey Tharoor, if you have any literary skills, Please write about Sam Murdere… https://t.co/xQWTlrs5OW","neutral"
"412",1,"RT @BandeMeinHaiDum: '#AbHogaNyay kyunki #CongressHaiNa' is not a myth created to win votes, but it is @INCIndia's genuine resolve to serve…","positive"
"413",-1,"Yet another balletent lie by @INCIndia 
@divyaspandana @JhaSanjay @rssurjewala will you all together or independent… https://t.co/ZpEXHWWdV2","negative"
"414",1,"@ShashiTharoor @AatishTaseer @INCIndia Old is gold https://t.co/MEwoMeIWaq","positive"
"415",-2,"RT @the_truepicture: Not just @sampitroda, but the whole of @INCIndia has this insensitive “hua to hua” approach on the issue of anti-Sikh…","negative"
"416",0,"RT @baburajvarma: SC hasn't dismissed any litigation by Dr @Swamy39 nor it has dismissed or nullified the MHA notice to @RahulGandhi it  ju…","neutral"
"417",0,"@Khanday0226 @rwac48 @atahasnain53 @adgpi @INCIndia @BJP4India @BDUTT @ravishndtv @OmarAbdullah @MehboobaMufti… https://t.co/FrMbr66qs4","neutral"
"418",0,"RT @Prof_Hariom: Dear Hindus,
I am again tweeting.

Both @INCIndia and Muslim League were founded by London

INC by Hume, Dufferin and Curz…","neutral"
"419",0,"RT @arunpudur: Leftist #TimeMagazine has it's Paki Journalist do a hit piece funded by Cambridge Analytica who's biggest customer is @INCIn…","neutral"
"420",-1,"@RahulGandhi @INCIndia @BJP4India  @AskBansal @NeetuGarg6 the toxic  Sam Pitroda which you have kept with you must… https://t.co/VWbP9qAXXV","negative"
"421",0,"RT @ARanganathan72: 222. @INCIndia ORDERED the COMPLETE takeover of the @IndianExpress building &amp; press after the raids [following @sgurumu…","neutral"
"422",0,"Watch what this old congressman is saying, for @RahulGandhi , Sonia, @INCIndia @Mayawati @yadavakhilesh , its too b… https://t.co/18uUL9vfuq","neutral"
"423",-3,"Pappu @RahulGandhi - if the massacre of 1984 is such a terrible tragedy &amp; you, your mafia mom, MMS are genuinely ap… https://t.co/J1WJbAzPro","negative"
"424",0,"RT @Outlookindia: Telangana Chief Minister K Chandrasekar Rao, who not long ago floated the idea of a non-Congress and non-BJP government a…","neutral"
"425",0,"@ShefVaidya @INCIndia @sampitroda @priyankagandhi The lives of commoners isn’t a factor to the ‘royalty’","neutral"
"426",0,"#RT @CHOTIWALA: RT @INCIndia: Mr Modi has been outmanoeuvred, outflanked and cut down, as far as the present and th… https://t.co/s3eZEGHsas","neutral"
"427",1,"RT @arunpudur: So the unbiased 'Journalist' Taseer is / was @INCIndia PR Manager. 

Aare Pidis forgot to delete this in Wikipedia. May thin…","positive"
"428",0,"RT @arunpudur: Leftist #TimeMagazine has it's Paki Journalist do a hit piece funded by Cambridge Analytica who's biggest customer is @INCIn…","neutral"
"429",0,"@anuraag_saxena @INCIndia Chor Chowkidar, India Today did the interview so ask them to release it. This wasnt a sti… https://t.co/PXX8R4F3fA","neutral"
"430",-1,"RT @DSamyal: @ShashiTharoor @INCIndia Sir How is your Head Injury 👳‍♀️ Due to the utter imbalance of the profiourious Soul of of your lovin…","negative"
"431",-1,"RT @65thakursahab: Dear @RahulGandhi please take @INCIndia back into the attack mode. 
We need to take the narrative back to the economy, j…","negative"
"432",-1,"RT @CNNnews18: #NewsAlert -- When @INCIndia is questioned about the genocide they say 'hua toh hua': @sambitswaraj on #SamInsultsSikhs http…","negative"
"433",0,"@abpnewshindi @RubikaLiyaquat @DrAMSinghvi @narendramodi @KirenRijiju @INCIndia Will someone ask Manu singhvi, if d… https://t.co/LzY41kXuMf","neutral"
"434",1,"@dhavle_visharad @INCIndia He is qualified person.. He completed his development study from Cambridge, London","positive"
"435",0,"@INCIndia Ultimate Burn....","neutral"
"436",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"437",0,"@nmannathukkaren @ShashiTharoor Modi’s fate will be decided by 1.3 billions and not by one writer of Pak origin.… https://t.co/LhsjvNyZwH","neutral"
"438",1,"RT @narry13: My request to @AAPDelhi @BJP4India @INCIndia The party that promises that de will stop pension of MP?MLAs, make attendance in…","positive"
"439",0,"Despite of not being involved personally yet @INCIndia leaders have the spine to seek apology on #1984SikhGenocide.… https://t.co/ZJBrjBZ2wl","neutral"
"440",1,"@ashutosh83B @PawarSpeaks @NCPAMumbai @INCIndia @AamAadmiParty @BJP4India This has been consistently &amp; selectively… https://t.co/m1af9cmbE8","positive"
"441",1,"@QutubOwaisi @syedsulaiman92 Another achievement of @INCIndia .","positive"
"442",0,"RT @sachinparadkar: @syedssgks @HinduNatl @narendramodi @INCIndia @INCDelhi @INCMP And Modi is really ""Divider"", he divided Indians &amp; isola…","neutral"
"443",-1,"@ShashiTharoor @INCIndia Sir How is your Head Injury 👳‍♀️ Due to the utter imbalance of the profiourious Soul of of… https://t.co/11nPZDtoiM","negative"
"444",-2,"RT @judgejorasingh: Statement of #SamPitroda on #1984SikhsGenocide is utterly disrespectful to the departed souls and #SikhCommunity. I str…","negative"
"445",-1,"#HuaToHua 
Major atrocities of @INCIndia on our Country, it's a reminder for all those who are going to vote in bal… https://t.co/BDmsXebu27","negative"
"446",0,"@syedssgks @HinduNatl @narendramodi @INCIndia @INCDelhi @INCMP And Modi is really ""Divider"", he divided Indians &amp; i… https://t.co/Uy1jwJ1eZG","neutral"
"447",-1,"RT @CNNnews18: #NewsAlert -- When @INCIndia is questioned about the genocide they say 'hua toh hua': @sambitswaraj on #SamInsultsSikhs http…","negative"
"448",0,"(READ THREAD) @bainjal @rohini_sgh @abhisar_sharma @Nidhi @ravishndtv @sagarikaghose @sardesairajdeep @sanjukta… https://t.co/spfpGEtzMd","neutral"
"449",0,"@ashutosh83B @PawarSpeaks @INCIndia @AamAadmiParty 1st make Ur basic Right then as Questions to anyone Let me clear… https://t.co/Ny3HDdeEdR","neutral"
"450",0,"RT @ShefVaidya: So in the last three weeks, @sampitroda, political Guru and mentor of @RahulGandhi has 1) Questioned Balakot air strikes 2)…","neutral"
"451",0,"RT @ShashiTharoor: Re-posting two of my key articles. (1) What does @INCIndia stand for?: 
https://t.co/RR0ey9fDAv
and (2) what this electi…","neutral"
"452",0,"RT @ShashiTharoor: Re-posting two of my key articles. (1) What does @INCIndia stand for?: 
https://t.co/RR0ey9fDAv
and (2) what this electi…","neutral"
"453",-2,"RT @Prof_Hariom: Dear outraged Sikhs in Punjab, Delhi, Haryana &amp; Himachal Pradesh,

You one vote for the butcher of 15000 Sikhs, incl 3000…","negative"
"454",0,"#RT @CHOTIWALA: RT @INCIndia: Mr Modi has been outmanoeuvred, outflanked and cut down, as far as the present and th… https://t.co/2ekn2VxIos","neutral"
"455",0,"RT @Indopolity: 1. Admiral Ramdas is a politician now. 2. His daughter is in Ford Foundation. 3. Son-in-law is a Pakistani. 4. Wife is in G…","neutral"
"456",-1,"RT @simarp: It is a fact that #RajivGandhi &amp; @INCIndia are responsible for Carnage of 1984 in which thousands of Sikhs lost their lives and…","negative"
"457",-2,"RT @Prof_Hariom: Dear outraged Sikhs in Punjab, Delhi, Haryana &amp; Himachal Pradesh,

You one vote for the butcher of 15000 Sikhs, incl 3000…","negative"
"458",0,"Today's @INCIndia has got nothing to do with Mahatma Gandhi. @samajwadiparty, @BSP4India, @RJDforIndia has got noth… https://t.co/MIEVChF35N","neutral"
"459",0,"RT @ShashiTharoor: Re-posting two of my key articles. (1) What does @INCIndia stand for?: 
https://t.co/RR0ey9fDAv
and (2) what this electi…","neutral"
"460",0,"RT @ShashiTharoor: Re-posting two of my key articles. (1) What does @INCIndia stand for?: 
https://t.co/RR0ey9fDAv
and (2) what this electi…","neutral"
"461",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"462",-2,"RT @Prof_Hariom: Dear outraged Sikhs in Punjab, Delhi, Haryana &amp; Himachal Pradesh,

You one vote for the butcher of 15000 Sikhs, incl 3000…","negative"
"463",2,"RT @thesuniljain: For all the retired Navy top brass running to give a clean chit to Rajiv Gandhi @INCIndia @RahulGandhi. Today's @IndianEx…","positive"
"464",0,"@BhavikaKapoor5 @INCIndia @RahulGandhi In 2014 congress got less than of 30℅ seats, do u really knw when any politi… https://t.co/I6Pf7Kz9mc","neutral"
"465",-1,"RT @ShashiTharoor: Superbly well-written piece on NaMo by @AatishTaseer, but unduly pessimistic about the choice in these elections: I do b…","negative"
"466",0,"RT @repubindia: @VMuppi @khatvaanga @sampitroda @narendramodi @BJP4India @INCIndia Pitroda was even invited by Modi when he assumed charge…","neutral"
"467",1,"RT @UrviMD: @VMuppi @sampitroda @narendramodi @BJP4India @INCIndia Is @sampitroda like Shakuni who was hellbent on destroying Kauravas for…","positive"
"468",-1,"You @RahulGandhi are obsessed with @narendramodi you dragged his poor and humble family, questioned his parenterage… https://t.co/OQOSP8dC6s","negative"
"469",-2,"RT @VMuppi: here come the full blow of sabotage to @INCIndia by @sampitroda 

Look sir @RahulGandhi I am not a celebrity. Many hi-fi folks…","negative"
"470",0,"@ShashiTharoor @AatishTaseer @INCIndia Come on, Dr. Tharoor.... Of course you can't say it in public, but jettisoni… https://t.co/boxB2VMNxX","neutral"
"471",0,"#RT @CHOTIWALA: RT @INCIndia: Mr Modi has been outmanoeuvred, outflanked and cut down, as far as the present and th… https://t.co/o8zCkpuJAJ","neutral"
"472",2,"@rajeev_mp @INCIndia @siddaramaiah @BJP4Karnataka Work is work ship.government work is god work.stop blaming others… https://t.co/JFGbDxr5Ec","positive"
"473",0,"RT @VMuppi: Sam Pitroda @sampitroda ( full name - Satyanarayan Gangaram Pitroda) is a Gujarati. Why would he not help fellow gujarati PM @n…","neutral"
"474",1,"@Payal_Rohatgi Ok then give example of one achievement by BJP government in last 5 years? May I help you? Make in I… https://t.co/52UACG7rr9","positive"
"475",0,"@Ajayjswl @Ahmad_Shakeel @RahulGandhi @INCIndia TIME magazine","neutral"
"476",0,"RT @BJP4Karnataka: Your Joke is as poor as your aspirations for ticket in @INCIndia. Pity you big mouth.

You seem to be living in pappu pa…","neutral"
"477",-1,"RT @thesuniljain: Someone has to ask the retired Navy brass for why their memory failed them on  Rajiv Gandhi's INS holiday! Or do most top…","negative"
"478",2,"RT @thesuniljain: For all the retired Navy top brass running to give a clean chit to Rajiv Gandhi @INCIndia @RahulGandhi. Today's @IndianEx…","positive"
"479",0,"@SubodhChitalia @AJChordia @TimesNow @hardeepdugal @RahulGandhi @narendramodi @priyankagandhi @INCIndia Hats off to… https://t.co/JSgdsawi32","neutral"
"480",-1,"RT @syedssgks: Don't worry we have hands on experience of throwing out ""Dividers"", we sent back Britishers in past and it's his time now.
@…","negative"
"481",-1,"RT @ARanganathan72: 184. @INCIndia youth wanted to BURN copies of @TIME to protest its labelling PM Manmohan Singh as an Underachiever. The…","negative"
"482",1,"@ShashiTharoor @AatishTaseer @INCIndia Like the last sentence Sir !!!. The outcome will pleasantly surprise our cri… https://t.co/XSlx8CIyzN","positive"
"483",-1,"RT @65thakursahab: Dear @RahulGandhi please take @INCIndia back into the attack mode. 
We need to take the narrative back to the economy, j…","negative"
"484",0,"RT @Ahmad_Shakeel: A short video of the meeting after my nomination from Madhubani LS Seat on 16th April. @RahulGandhi @INCIndia https://t.…","neutral"
"485",0,"@timesofindia @priyankagandhi #Terrorism
#Pakistan
#Corruption
#SikhGenocide1984 #Nationalism
#CorruptionFreeIndia… https://t.co/tQH311P0mg","neutral"
"486",0,"RT @arunpudur: Leftist #TimeMagazine has it's Paki Journalist do a hit piece funded by Cambridge Analytica who's biggest customer is @INCIn…","neutral"
"487",1,"@BodkheShilpa @MahilaCongress @INCIndia fantastic tweet Congrats and thanks Shilpa ji","positive"
"488",0,"@INCIndia @RahulGandhi @htTweets Nd this interview is out classes doctored to a level that is higher than raga can… https://t.co/32r3qrKEkm","neutral"
"489",-1,"@PMOIndia #accessory2MobsLynchingBeefEatingMuslims;
#WagTheTail w/🇵🇰
#Burning of #muslims in The Samjhota sick frie… https://t.co/sc2MDFvhhU","negative"
"490",0,"RT @arunpudur: Leftist #TimeMagazine has it's Paki Journalist do a hit piece funded by Cambridge Analytica who's biggest customer is @INCIn…","neutral"
